symbol,signal_ts,signal_date,hour,peak_hour,open,high,low,close,buy_signal,early_bull,scan_score,trend_strength,bar_state,htf_range_20d_pct,htf_dist_sma50_pct,htf_sma20_slope_pct,htf_score,bar_range_pct,bar_body_pct,close_loc,vol_ratio_20,dollar_vol_1h,bars_since_rth_open,dist_hod_pct,dist_lod_pct,consec_green,dist_20d_low_pct,dist_20d_high_pct,dist_52w_high_pct,close_vs_sma20,close_vs_sma50,close_vs_sma200,hh_hl_20,dist_20d_low_bounce,ticker_prior_mfe_p50,ticker_prior_hit1r_rate,ticker_prior_n,launch_score,phase,continuation_score_v0,continuation_score_v1,admit,hit_1r,mfe,mae,mfe_ge_3,mfe_ge_5,killed,day_mfe,r_multiple
ABCL,2026-06-16 04:00:00-04:00,2026-06-16,5,0,5.27,5.37,5.26,5.28,True,False,45.1,0.24866819403513027,orange,0.7234,0.1309,0.0761,74.7,0.020833333333333395,0.09090909090909678,0.1818181818181855,0.13086266947976585,121730.40000000001,1.0,0.017045454545454516,0.003787878787878875,1.0,0.25378787878787884,0.28598484848484845,0.28598484848484845,-0.018860912385022868,0.13519091847265222,0.24509214389303544,1,0.0,0.010662000000000001,0.0,10.0,41.2,NEUTRAL,117.9,32.39,1,0,0.015152,0.051136,0,0,1,0.015152,-1.0
ABCL,2026-06-16 12:00:00-04:00,2026-06-16,13,1,5.075,5.235,5.075,5.205,False,True,68.5,0.8074586498824192,green,0.7234,0.1309,0.0761,74.7,0.030739673390970248,0.8124999999999987,0.8124999999999987,2.426280995147939,3800270.0664606155,9.0,0.03170028818443805,0.03746397694524501,2.0,0.24303554274735834,0.3045148895292987,0.3045148895292987,-0.0327975471522811,0.1190660474716202,0.22740617594000934,1,0.0,0.011872,0.0,11.0,0.0,EXTENSION,65.5,35.66,0,0,0.012488,0.024976,0,0,0,0.012488,0.24976
ABCL,2026-06-16 13:00:00-04:00,2026-06-16,14,0,5.205,5.25,5.195,5.225,True,False,51.04,0.9744513450105128,yellow,0.7234,0.1309,0.0761,74.7,0.01052631578947363,0.36363636363635776,0.5454545454545366,0.607595887664545,904522.58290515,10.0,0.027751196172248895,0.04114832535885165,3.0,0.24593301435406695,0.2995215311004786,0.2995215311004786,-0.02908111121434566,0.12336601307189529,0.23212243406081617,1,0.0,0.01218,0.0,12.0,35.0,NEUTRAL,122.5,54.15,1,0,0.008612,0.028708,0,0,0,0.008612,0.17223999999999998
ABCL,2026-06-17 05:00:00-04:00,2026-06-17,6,0,5.13,5.14,5.0901,5.11,False,True,12.79,-0.6772675236449304,red,0.7234,0.0864,0.0689,70.2,0.009765166340508816,0.40080160320640384,0.39879759519039426,0.06602179019477442,59526.39000000001,2.0,0.005870841487279718,0.017358121330724112,0.0,0.22896281800391396,0.32876712328767116,0.32876712328767116,-0.058585114222549674,0.09066848800478107,0.20388258021957315,1,0.0,0.011872,0.0,13.0,30.0,NEUTRAL,116.6,37.38,1,1,0.127202,0.0,1,1,0,0.127202,1.0
ABCL,2026-06-17 06:00:00-04:00,2026-06-17,7,1,5.12,5.14,5.12,5.14,True,False,13.47,-0.017974931602139914,green,0.7234,0.0864,0.0689,70.2,0.0038910505836575048,1.0,1.0,0.020168105701774606,18277.84,3.0,0.0,0.0230933852140077,1.0,0.23346303501945523,0.32101167315175105,0.32101167315175105,-0.05305821665438472,0.09707162981302818,0.21095038401733957,1,0.0,0.01218,0.07142857142857142,14.0,35.0,NEUTRAL,106.7,61.05,1,1,0.120623,0.001946,1,1,0,0.120623,1.0
ABCL,2026-06-18 04:00:00-04:00,2026-06-18,5,0,5.54,5.8189,5.53,5.64,True,False,41.44,0.37881457625160564,yellow,0.6765,0.1506,0.0714,73.5,0.05122340425531914,0.34614053305641973,0.3807545863620611,0.13693458151751906,209059.30523928,1.0,0.03171985815602846,0.01950354609929068,1.0,0.28191489361702127,0.20390070921985823,0.20390070921985823,0.02592087312414719,0.19289340101522842,0.32677785880637017,1,0.0,0.012488,0.13333333333333333,15.0,43.9,NEUTRAL,132.1,52.88,1,0,0.037234,0.054947,1,0,1,0.037234,-1.0
ABCL,2026-06-22 07:00:00-04:00,2026-06-22,8,0,5.505,5.63,5.49,5.5215,True,False,44.13,0.12497420678751146,orange,0.5258,0.1593,0.067,64.3,0.02535542877841161,0.11785714285714124,0.22499999999999634,0.11977820524255706,213197.113429317,4.0,0.019650457303269087,0.031060400253554287,2.0,0.19405958525762917,0.22973829575296578,0.22973829575296578,-0.004327833378415095,0.15754716981132078,0.2966442007373833,1,0.0,0.01382,0.125,16.0,37.2,NEUTRAL,103.7,39.31,1,1,0.063117,0.0,1,1,0,0.063117,1.0
ABCL,2026-06-23 09:00:00-04:00,2026-06-23,10,0,5.46,5.8493,5.4,5.8493,True,False,84.97,0.8437706581025355,extended,0.3553,0.1919,0.0645,56.2,0.07681261005590413,0.8664589361228586,1.0,1.6402264268895355,2893826.019789956,6.0,0.0,0.10416631049869217,1.0,0.14348725488520003,0.16082266254081679,0.16082266254081679,0.049107703344991566,0.21455564784053147,0.3708065291009011,1,0.0,0.015152,0.17647058823529413,17.0,5.0,EXTENSION,6.2,-12.72,0,0,0.012087,0.042039,0,0,0,0.012087,0.24174
ABCL,2026-06-24 05:00:00-04:00,2026-06-24,6,0,5.72,5.72,5.7,5.7,True,False,35.44,-0.1090080321935925,red,0.3553,0.159,0.0668,52.9,0.0035087719298244864,1.0,0.0,0.007075461176310831,10864.2,2.0,0.0035087719298244864,0.012280701754386015,0.0,0.12105263157894744,0.19122807017543855,0.19122807017543855,0.018402715740575424,0.17337066161636955,0.333520494104436,1,0.0,0.01382,0.16666666666666666,18.0,58.9,LAUNCH,123.7,52.27,1,1,0.109649,0.020175,1,1,0,0.109649,1.0
ABCL,2026-06-24 09:00:00-04:00,2026-06-24,10,0,5.6413,6.0996,5.62,5.85,True,False,56.43,0.11095155178622218,yellow,0.3553,0.159,0.0668,52.9,0.08198290598290592,0.4351542952460376,0.4795663052543781,2.8305502547875405,5093304.267372749,6.0,0.04266666666666668,0.03931623931623924,1.0,0.14358974358974358,0.16068376068376075,0.16068376068376075,0.04520278720743258,0.2042488369220634,0.3686131386861316,1,0.0,0.015152,0.21052631578947367,19.0,25.0,NEUTRAL,89.6,27.73,0,1,0.081197,0.045299,1,1,0,0.081197,1.0
ABCL,2026-06-25 04:00:00-04:00,2026-06-25,5,0,6.12,6.3,6.06,6.15,True,False,45.48,0.6025199072595531,orange,0.3553,0.2293,0.0733,57.0,0.039024390243902474,0.12500000000000092,0.3750000000000028,0.09532419419929691,379134.24496035,1.0,0.024390243902438935,0.014634146341463535,1.0,0.18536585365853667,0.10406504065040645,0.10406504065040645,0.09158679446219399,0.25377150778765384,0.435758559105394,1,0.0,0.0152685,0.25,20.0,41.2,NEUTRAL,100.1,29.6,1,1,0.115447,0.009756,1,1,0,0.115447,1.0
ABCL,2026-06-25 10:00:00-04:00,2026-06-25,11,1,6.16,6.575,6.15,6.55,True,False,61.1,0.8535967661469818,green,0.3553,0.2293,0.0733,57.0,0.06488549618320608,0.917647058823529,0.9411764705882344,3.081762875909536,17046962.214809794,7.0,0.0038167938931298255,0.07480916030534354,1.0,0.2351145038167939,0.03664122137404584,0.03664122137404584,0.16258430954916586,0.33531762211530597,0.5291412296163138,1,0.0,0.015385,0.2857142857142857,21.0,25.0,NEUTRAL,85.8,31.96,0,0,0.047328,0.001527,1,0,0,0.047328,0.94656
ABCL,2026-06-26 09:00:00-04:00,2026-06-26,10,0,6.5526,6.93,6.47,6.83,True,False,45.27,0.15142281871957877,green,0.3693,0.3419,0.0835,58.0,0.06734992679355782,0.6030434782608698,0.7826086956521747,3.0525871952306063,14123806.821837977,6.0,0.014641288433382086,0.07613469985358719,1.0,0.26647144948755497,0.004392386530014678,0.004392386530014678,0.19929762949956115,0.3761283043197938,0.5898880327754369,1,0.0,0.0167015,0.2727272727272727,22.0,41.2,NEUTRAL,106.1,40.84,1,1,0.089312,0.004392,1,1,0,0.089312,1.0
ABCL,2026-06-29 04:00:00-04:00,2026-06-29,5,0,7.88,7.99,7.58,7.77,True,False,47.87,2.0,red,0.477,0.4661,0.094,65.1,0.05276705276705279,0.26829268292682995,0.4634146341463401,0.23271319965241835,1254400.1739047098,1.0,0.0283140283140284,0.02445302445302439,0.0,0.3552123552123552,-0.04761904761904752,-0.04761904761904752,0.3448723496321938,0.5436268277177367,0.8021152240467577,1,0.0,0.018018,0.30434782608695654,23.0,41.2,NEUTRAL,115.7,11.63,1,1,0.083655,0.048906,1,1,0,0.083655,1.0
