symbol,signal_ts,signal_date,hour,peak_hour,open,high,low,close,buy_signal,early_bull,scan_score,wt1,wt2,trend_strength,bar_state,htf_range_20d_pct,htf_dist_sma50_pct,htf_sma20_slope_pct,htf_score,gap_pct,bar_range_pct,bar_body_pct,close_loc,vol_ratio_20,dollar_vol_1h,bars_since_rth_open,dist_hod_pct,dist_lod_pct,consec_green,dist_20d_low_pct,dist_20d_high_pct,dist_52w_high_pct,close_vs_sma20,close_vs_sma50,close_vs_sma200,hh_hl_20,dist_20d_low_bounce,ticker_prior_mfe_p50,ticker_prior_hit1r_rate,ticker_prior_n,launch_score,phase,continuation_score_v0,social_missing,guidance_cut,print,outlook,news_velocity_24h,news_velocity_72h,news_headline_count_48h,dilution_flag,distress_flag,unresolved,catalyst_type,st_msg_24h,st_bull_ratio,st_ok,x_posts_24h,x_authors_24h,x_engage_24h,x_sent_lex,x_ok,continuation_score_v1,php_v0_admit,all_hours_admit,hit_1r,mfe,mae,mfe_ge_3,mfe_ge_5,killed,day_mfe,r_multiple
CBLL,2026-09-03 09:00:00-04:00,2026-09-03,10,0,24.99,24.99,24.3662,24.57,True,False,18.21,44.71107984407107,44.30056596827059,-0.1851863313898525,red,0.4025,0.2128,0.1583,60.2,0.0076612903225805,0.0253886853886853,0.6732927220262883,0.3267072779737117,1.0381236342593771,921880.5508458,1.0,0.017094017094017,0.0082946682946683,0.0,0.264957264957265,0.0309320309320308,0.0309320309320308,0.065989847715736,0.2010206475832942,0.2509960362213503,1,0.0,0.007322,0.0,17.0,35.0,NEUTRAL,110.6,1,0,unknown,unknown,0.0,0.0,0.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,32.59,0,1,0,0.013024,0.019943,0,0,0,0.013024,0.26048
CBLL,2026-09-03 11:00:00-04:00,2026-09-03,12,1,24.545,24.876,24.545,24.855,True,False,48.4,44.51529120161425,43.28094766651374,0.528502255546872,green,0.4025,0.2128,0.1583,60.2,0.0076612903225805,0.0133172399919533,0.9365558912386682,0.9365558912386682,0.660223066829983,647474.11911282,3.0,0.0054315027157512,0.0311808489237578,2.0,0.2733856366928184,0.0191108428887546,0.0191108428887546,0.0783548093192763,0.2149519005161896,0.2655069792544429,1,0.0,0.0085485,0.0,18.0,41.2,NEUTRAL,107.7,1,0,unknown,unknown,0.0,0.0,0.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,53.14,1,1,0,0.001408,0.018306,0,0,0,0.001408,0.0281599999999999
CBLL,2026-09-04 11:00:00-04:00,2026-09-04,12,1,24.425,24.705,24.425,24.7,False,True,41.7,20.990066192364875,24.41833350289408,0.2415198568571707,green,0.3918,0.1941,0.1509,58.9,-0.0036496350364963,0.0113360323886638,0.9821428571428604,0.9821428571428604,0.3860112118899381,376249.439007,3.0,0.0002024291497975,0.0182186234817813,1.0,0.2631578947368421,0.0255060728744938,0.0255060728744938,0.057136742991654,0.2003810116247424,0.2538898505992779,1,0.0,0.007322,0.0,19.0,38.2,NEUTRAL,104.8,1,0,unknown,unknown,0.0,0.0,0.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,49.44,1,1,0,0.007287,0.007692,0,0,0,0.007287,0.1457399999999999
CBLL,2026-09-04 12:00:00-04:00,2026-09-04,13,1,24.74,24.74,24.56,24.56,True,False,29.4,23.39900689945661,21.726119577592627,-0.2075950407168313,red,0.3918,0.1941,0.1509,58.9,-0.0036496350364963,0.007328990228013,1.0,0.0,0.3216969958250714,309064.39286304,4.0,0.007328990228013,0.0126221498371334,0.0,0.258957654723127,0.0313517915309446,0.0313517915309446,0.0511448748127539,0.1935772326114848,0.2467827826201727,1,0.0,0.0073045,0.0,20.0,46.0,NEUTRAL,100.3,1,0,unknown,unknown,0.0,0.0,0.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,54.77,1,1,0,0.013029,0.002036,0,0,0,0.013029,0.26058
TRLV,2026-09-04 10:00:00-04:00,2026-09-04,11,1,12.03,12.17,11.89,12.015,True,False,41.22,35.60336023493136,35.089185312585414,0.3490175049116414,orange,0.443,0.2651,0.1639,62.9,-0.0084494195688225,0.0233042030794839,0.0535714285714243,0.4464285714285724,0.7398468833281657,2156917.6454684846,2.0,0.0129005409904285,0.0211901789429879,0.0,0.291718684977112,0.0220557636287972,0.0237203495630462,0.1455949656750573,0.2677795129363101,,1,0.0,0.0,0.0,0.0,44.5,NEUTRAL,110.2,1,0,unknown,unknown,0.0,0.0,0.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,53.7,1,1,0,0.014565,0.006658,0,0,0,0.014565,0.2913
TRLV,2026-09-04 12:00:00-04:00,2026-09-04,13,1,11.985,12.12,11.97,12.04,True,False,28.26,36.93596420543424,35.39130533307166,0.1336489323017553,yellow,0.443,0.2651,0.1639,62.9,-0.0084494195688225,0.0124584717607972,0.3666666666666682,0.4666666666666611,0.7499803423641229,2217566.24009732,4.0,0.010797342192691,0.0232225913621261,1.0,0.293189368770764,0.0199335548172757,0.0215946843853821,0.1479786422578184,0.2704174228675133,,1,0.0,0.014565,0.0,1.0,43.2,NEUTRAL,104.9,1,0,unknown,unknown,0.0,0.0,0.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,68.64,1,1,0,0.012458,0.006645,0,0,0,0.012458,0.24916
SOUN,2026-08-12 06:00:00-04:00,2026-08-12,7,1,7.4387,7.46,7.41,7.4192,True,False,32.65,-12.509828349426924,-12.65425931183084,0.0237482142844903,red,0.4495,0.087,0.0029,42.6,0.0025202156334231,0.0067392710804399,0.3899999999999984,0.1839999999999981,0.005569514923297,162790.556264192,1.0,0.0054992452016389,0.0012400258788009,0.0,0.2384488893681259,0.103892602976062,1.9881927970670692,0.1377832304566193,0.0883539438747818,-0.1840936084106804,1,0.0,0.0,0.0,0.0,54.1,LAUNCH,98.3,1,0,unknown,unknown,0.0,1.0,0.5,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,63.42,1,1,0,0.019652,0.017414,0,0,0,0.019652,0.3930399999999999
SOUN,2026-08-12 15:00:00-04:00,2026-08-12,16,0,7.345,7.41,7.29,7.405,False,True,46.32,-27.32173580634215,-25.438737857530352,0.1864089804839444,green,0.4495,0.087,0.0029,42.6,0.0025202156334231,0.0162052667116813,0.5000000000000037,0.9583333333333344,1.7416856634295768,33013652.52065601,8.0,0.0216070222822417,0.0155300472653612,1.0,0.2369885212694125,0.1060094530722483,1.9939230249831197,0.1356055668443048,0.0862708855931582,-0.1856552148858486,1,0.0,0.019652,0.0,1.0,36.2,NEUTRAL,85.5,1,0,unknown,unknown,0.0,1.0,0.5,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,46.34,0,0,0,0.0,0.0,0,0,0,0.0,0.0
SOUN,2026-08-13 06:00:00-04:00,2026-08-13,7,1,7.4092,7.4092,7.39,7.4,True,False,34.59,-21.76680644659528,-25.482677751110455,0.1751751139535279,red,0.4495,0.0915,0.0159,45.6,0.0005671843349088,0.0025945945945946,0.4791666666666464,0.5208333333333536,0.0020067920243706,35120.4,1.0,0.0012432432432432,0.0013513513513514,0.0,0.2364729729729729,0.1067567567567566,1.995945945945946,0.127060884133572,0.0914615259812091,-0.1813253678504258,1,0.0,0.009826,0.0,2.0,59.0,LAUNCH,105.0,1,0,unknown,unknown,0.0,1.0,0.5,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,67.36,1,1,0,0.010811,0.021622,0,0,0,0.010811,0.2162199999999999
SOUN,2026-08-13 14:00:00-04:00,2026-08-13,15,0,7.265,7.38,7.24,7.38,False,True,37.13,-38.81113661830886,-36.29549805559757,0.3057196833431261,green,0.4495,0.0915,0.0159,45.6,0.0005671843349088,0.0189701897018969,0.8214285714285748,1.0,1.0847309980369777,17765768.32295346,7.0,0.0121951219512194,0.0189701897018969,1.0,0.2344037940379403,0.1097560975609755,2.004065040650407,0.1240147736359137,0.0885116299650436,-0.1835380019913707,1,0.0,0.010811,0.0,3.0,49.7,NEUTRAL,103.9,1,0,unknown,unknown,0.0,1.0,0.5,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,51.8,0,0,0,0.01355,0.001355,0,0,0,0.01355,0.2709999999999999
SOUN,2026-08-13 15:00:00-04:00,2026-08-13,16,0,7.38,7.48,7.37,7.469,True,False,68.71,-23.973423852670315,-35.350204456406004,0.8449790166006541,green,0.4495,0.0915,0.0159,45.6,0.0005671843349088,0.0147275405007364,0.8090909090909105,0.8999999999999992,2.2127078581904223,38164294.294340365,8.0,0.0014727540500736,0.0306600615878966,2.0,0.2435265765162672,0.0965323336457356,1.9682688445575045,0.1375699653504932,0.1016386672369798,-0.1736917800641663,1,0.0,0.0121805,0.0,4.0,5.0,EXTENSION,52.9,1,0,unknown,unknown,0.0,1.0,0.5,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,2.81,0,0,0,0.0,0.0,0,0,0,0.0,0.0
SOUN,2026-08-17 15:00:00-04:00,2026-08-17,16,0,7.035,7.065,7.02,7.025,False,True,22.36,-44.683153640753446,-43.63991175224962,-0.5105776227428768,orange,0.4495,0.1024,0.0416,51.9,0.0006724949562879,0.006405693950178,0.2222222222222134,0.1111111111111264,1.3588222046272411,28260811.46165771,8.0,0.0604982206405693,0.0149466192170819,0.0,0.1957153024911032,0.1658362989323842,2.1558718861209965,0.051292603539227,0.0422694025311196,-0.213502015226153,1,0.0,0.010811,0.0,5.0,36.2,NEUTRAL,94.6,1,0,unknown,unknown,0.0,1.0,0.5,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,43.83,0,0,0,0.0,0.0,0,0,0,0.0,0.0
SOUN,2026-08-18 09:00:00-04:00,2026-08-18,10,0,6.89,7.165,6.85,6.925,False,True,21.37,-48.057324754936126,-46.568553055518265,-0.6468109321439761,orange,0.4495,0.0475,0.0544,48.0,-0.0220640569395018,0.0454873646209386,0.1111111111111114,0.2380952380952383,1.400894866660869,29304591.036309503,2.0,0.0346570397111913,0.0108303249097473,2.0,0.1841010830324909,0.1826714801444043,2.2014440433213,0.0306976744186046,0.0303986191914531,-0.2200390825181756,1,0.0,0.0054055,0.0,6.0,36.2,NEUTRAL,90.9,1,0,unknown,unknown,0.0,1.0,0.5,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,42.68,0,1,0,0.027437,0.0,0,0,0,0.027437,0.54874
SOUN,2026-08-18 11:00:00-04:00,2026-08-18,12,1,6.975,7.03,6.95,7.03,True,False,29.42,-44.97589768605426,-47.28458468691876,0.2545958865682181,green,0.4495,0.0475,0.0544,48.0,-0.0220640569395018,0.011379800853485,0.6875000000000069,1.0,0.8700290852598545,17456152.611736108,4.0,0.019203413940256,0.0256045519203414,4.0,0.1962873399715505,0.1650071123755333,2.1536273115220483,0.0463255813953488,0.0460219917568109,-0.2082129603036497,1,0.0,0.010811,0.0,7.0,46.1,NEUTRAL,104.2,1,0,unknown,unknown,0.0,1.0,0.5,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,80.36,1,1,0,0.012091,0.008535,0,0,0,0.012091,0.2418199999999999
SOUN,2026-08-19 10:00:00-04:00,2026-08-19,11,1,6.9,7.17,6.85,7.1686,True,False,53.38,-30.77368405474782,-34.82819012449012,1.1355988752715978,green,0.4495,0.0413,0.0589,47.4,-0.0042918454935622,0.044639120609324,0.839374999999997,0.9956249999999992,0.989375336778187,20281255.996743307,3.0,0.0001952961526658,0.0444438244566582,1.0,0.2118265770164327,0.142482493094886,2.0926540747147286,0.0635116089310881,0.0679160397455567,-0.1874961038666643,1,0.0,0.011451,0.0,8.0,35.0,NEUTRAL,87.7,1,0,unknown,unknown,0.0,0.0,0.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,70.25,1,1,0,0.00996,0.016544,0,0,0,0.00996,0.1992
SOUN,2026-08-21 06:00:00-04:00,2026-08-21,7,1,7.01,7.03,7.0093,7.02,True,False,42.54,-23.55591496090691,-25.95009698051934,0.2972052066361358,yellow,0.4495,0.0395,0.07,47.2,0.0071839080459769,0.002948717948718,0.4830917874395891,0.516908212560368,0.0053170231007328,121741.5383496,1.0,0.0014245014245015,0.0015242165242165,2.0,0.19514245014245,0.1666666666666666,2.1581196581196584,0.0303830911492734,0.0469642510924518,-0.195051054632183,1,0.0,0.010811,0.0,9.0,41.2,NEUTRAL,92.6,1,0,unknown,unknown,0.0,0.0,0.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,71.94,1,1,1,0.054131,0.0,1,1,0,0.054131,1.0
SOUN,2026-08-25 06:00:00-04:00,2026-08-25,7,1,7.11,7.11,7.08,7.1,False,True,35.11,-12.2211686629218,-9.861363636736137,-0.3539350774203749,red,0.4495,0.0422,0.0641,47.5,0.0149892933618844,0.004225352112676,0.3333333333333531,0.666666666666647,0.0052538338969933,98991.5180359,1.0,0.0014084507042254,0.0028169014084506,0.0,0.2042112676056337,0.1535211267605633,2.122535211267606,0.0289109484819941,0.0570981910221096,-0.1774267359481894,1,0.0,0.011451,0.1,10.0,54.7,LAUNCH,102.8,1,0,unknown,unknown,0.0,0.0,0.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,72.47,1,1,0,0.0,0.022535,0,0,0,0.0,0.0
SOUN,2026-08-25 11:00:00-04:00,2026-08-25,12,1,7.085,7.1,7.04,7.075,False,True,44.38,-17.931203229933438,-16.99218669660101,0.2350748914084754,orange,0.4495,0.0422,0.0641,47.5,0.0149892933618844,0.0084805653710246,0.1666666666666642,0.5833333333333395,0.7660628771062973,13406362.97188545,4.0,0.0049469964664311,0.0190812720848056,0.0,0.201399293286219,0.1575971731448762,2.13356890459364,0.0252880226070576,0.0533760142931586,-0.1803231206807661,1,0.0,0.010811,0.0909090909090909,11.0,31.5,NEUTRAL,81.1,1,0,unknown,unknown,0.0,0.0,0.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,71.14,1,1,0,0.000707,0.014841,0,0,0,0.000707,0.0141399999999999
SOUN,2026-08-25 15:00:00-04:00,2026-08-25,16,0,7.035,7.07,6.97,7.07,False,True,49.92,-26.223790808273023,-24.421499484117994,0.310372791058184,yellow,0.4495,0.0422,0.0641,47.5,0.0149892933618844,0.0141442715700142,0.3499999999999995,1.0,1.33156962352567,22871634.110315416,8.0,0.0056577086280056,0.0183875530410183,2.0,0.2008345120226308,0.1584158415841583,2.135785007072136,0.0245634374320703,0.0526315789473684,-0.1809023976272815,1,0.0,0.0103854999999999,0.0833333333333333,12.0,36.2,NEUTRAL,96.7,1,0,unknown,unknown,0.0,0.0,0.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,55.46,0,0,0,0.0,0.0,0,0,0,0.0,0.0
SOUN,2026-08-26 09:00:00-04:00,2026-08-26,10,0,6.9815,7.31,6.95,7.095,True,False,56.38,-16.933476145632106,-24.65612632607334,0.355331126090507,yellow,0.4495,0.0492,0.0644,48.2,-0.0084865629420085,0.0507399577167018,0.3152777777777787,0.4027777777777772,1.5832222508642178,25340418.410697386,2.0,0.0303030303030302,0.0204369274136715,4.0,0.2036504580690626,0.1543340380549682,2.1247357293868925,0.0221870047543581,0.0558821340873577,-0.1738568484298039,1,0.0,0.00996,0.0769230769230769,13.0,25.0,NEUTRAL,84.9,1,0,unknown,unknown,0.0,0.0,0.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,19.35,0,0,0,0.000705,0.033827,0,0,0,0.000705,0.0141
SOUN,2026-08-26 13:00:00-04:00,2026-08-26,14,0,6.925,7.0,6.91,6.9982,False,True,33.52,-38.43582278992867,-34.9514521356992,0.0955013437759221,green,0.4495,0.0492,0.0644,48.2,-0.0084865629420085,0.0128604498299562,0.8133333333333339,0.9799999999999972,1.4125128027538885,22863815.380031664,6.0,0.0445543139664484,0.0204624046183303,3.0,0.192635249064045,0.1703009345260209,2.167957474779229,0.0082408874801901,0.0414763003199643,-0.1851282588698314,1,0.0,0.0053335,0.0714285714285714,14.0,51.3,LAUNCH,108.8,1,0,unknown,unknown,0.0,0.0,0.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,57.19,0,1,0,0.011689,0.001172,0,0,0,0.011689,0.23378
SOUN,2026-08-26 14:00:00-04:00,2026-08-26,15,0,6.995,7.05,6.99,7.0299,True,False,48.79,-31.671073944611667,-36.2727451510233,0.3624625806463692,green,0.4495,0.0492,0.0644,48.2,-0.0084865629420085,0.0085349720479664,0.5816666666666619,0.664999999999994,1.4455632291159075,24338910.29548387,7.0,0.0398440945105904,0.0248794435198223,4.0,0.1962759071964038,0.1650236845474331,2.1536721717236382,0.0128079527445612,0.0461939132375921,-0.1814371048311034,1,0.0,0.00996,0.0666666666666666,15.0,41.2,NEUTRAL,95.6,1,0,unknown,unknown,0.0,0.0,0.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,49.84,0,0,0,0.007127,0.004253,0,0,0,0.007127,0.1425399999999999
SOUN,2026-08-27 15:00:00-04:00,2026-08-27,16,0,7.22,7.31,7.2,7.225,False,True,30.89,28.05262073974145,28.57212268506517,0.0252636076810229,orange,0.4368,0.0442,0.0671,46.9,0.0078515346181298,0.0152249134948096,0.0454545454545447,0.2272727272727236,1.2744789403503582,28984234.74887047,8.0,0.0228373702422145,0.0242214532871972,1.0,0.2110726643598615,0.1335640138408304,2.068512110726644,0.031185327909798,0.0762538916446945,-0.1551683816651075,1,0.0,0.0085434999999999,0.0625,16.0,44.7,NEUTRAL,96.4,1,0,unknown,unknown,0.0,2.0,1.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,50.54,0,0,0,0.0,0.0,0,0,0,0.0,0.0
SOUN,2026-08-31 09:00:00-04:00,2026-08-31,10,0,7.02,7.165,7.0,7.125,False,True,41.68,-18.61659555178902,-16.413506883551122,0.1672075205344414,green,0.3515,0.0581,0.0639,42.6,-0.0091356289529164,0.0231578947368421,0.6363636363636388,0.7575757575757575,0.3847600850835682,8242990.279784622,2.0,0.0056140350877193,0.0175438596491228,3.0,0.1494736842105263,0.1494736842105262,2.111578947368421,0.0021801814473589,0.0602836351731424,-0.1598768998573264,1,0.0,0.007127,0.0588235294117647,17.0,38.3,NEUTRAL,88.6,1,0,unknown,unknown,0.0,2.0,1.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,43.53,0,1,0,0.028772,0.006316,0,0,0,0.028772,0.57544
SOUN,2026-08-31 10:00:00-04:00,2026-08-31,11,1,7.12,7.33,7.1,7.2799,True,False,74.91,-6.794471419377242,-14.777626102725897,1.252915239803388,green,0.3515,0.0581,0.0639,42.6,-0.0091356289529164,0.0315938405747332,0.6952173913043443,0.7821739130434766,1.454033642257664,32347329.89689752,3.0,0.0068819626643223,0.0384483303342078,4.0,0.1675709831178999,0.1250154535089767,2.045371502355802,0.0239679302341934,0.0833345734311521,-0.1416123288801896,1,0.0,0.0085434999999999,0.0555555555555555,18.0,5.0,EXTENSION,48.6,1,0,unknown,unknown,0.0,2.0,1.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,30.04,0,0,0,0.000701,0.027459,0,0,0,0.000701,0.01402
SOUN,2026-08-31 15:00:00-04:00,2026-08-31,16,0,7.1114,7.185,7.09,7.16,False,True,46.33,-4.259010725460341,-2.712156247399938,0.0940186227539946,green,0.3515,0.0581,0.0639,42.6,-0.0091356289529164,0.0132681564245809,0.5115789473684268,0.7368421052631628,1.0854253503803353,22229856.331621755,8.0,0.0237430167597765,0.0223463687150838,2.0,0.1536312849162011,0.1438547486033518,2.096368715083799,0.0071031718123635,0.0654920460125895,-0.1557499793653975,1,0.0,0.007127,0.0526315789473684,19.0,36.2,NEUTRAL,85.5,1,0,unknown,unknown,0.0,2.0,1.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,47.62,0,0,0,0.0,0.0,0,0,0,0.0,0.0
SOUN,2026-09-01 13:00:00-04:00,2026-09-01,14,0,6.8786,6.93,6.85,6.91,False,True,15.3,-45.96673641889178,-44.7034983493615,-0.4227234192528773,yellow,0.3295,0.0654,0.066,41.8,-0.0167597765363128,0.0115774240231548,0.3925000000000064,0.7500000000000056,0.8673184443487039,18121202.39792948,6.0,0.0231548480463097,0.0217076700434153,3.0,0.1085383502170767,0.1852387843704774,2.2083936324167874,-0.0352530541012218,0.0281667088249734,-0.182200130185218,1,0.0,0.0039169999999999,0.05,20.0,30.0,NEUTRAL,91.7,1,0,unknown,unknown,0.0,2.0,1.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,52.17,0,1,0,0.003618,0.013025,0,0,0,0.003618,0.07236
SOUN,2026-09-01 15:00:00-04:00,2026-09-01,16,0,6.86,6.935,6.83,6.85,False,True,21.54,-46.4609038643801,-46.37074194364661,-0.4426686230715979,orange,0.3295,0.0654,0.066,41.8,-0.0167597765363128,0.0153284671532846,0.095238095238102,0.1904761904761872,1.4404331486646562,29949713.464406643,8.0,0.0321167883211679,0.0131386861313868,0.0,0.1007299270072992,0.1956204379562043,2.236496350364964,-0.0436300174520072,0.0192390673590546,-0.189301142079413,1,0.0,0.003618,0.0476190476190476,21.0,36.2,NEUTRAL,84.7,1,0,unknown,unknown,0.0,2.0,1.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,43.86,0,0,0,0.0,0.0,0,0,0,0.0,0.0
SOUN,2026-09-02 09:00:00-04:00,2026-09-02,10,0,6.85,6.93,6.765,6.9,True,False,37.59,-47.626923851359294,-47.66262365164992,0.4093630577841707,yellow,0.2857,0.0193,0.0651,34.3,-0.0072992700729926,0.0239130434782608,0.3030303030303072,0.8181818181818221,0.725500861536494,13779875.463629402,2.0,0.0043478260869564,0.0195652173913044,1.0,0.076768115942029,0.1869565217391303,2.213043478260869,-0.0389302876244863,0.0267704349637652,-0.1802840493967959,1,0.0403985507246376,0.0021625,0.0454545454545454,22.0,53.5,LAUNCH,103.3,1,0,unknown,unknown,0.0,2.0,1.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,63.52,0,1,0,0.024638,0.026087,0,0,0,0.024638,0.49276
SOUN,2026-09-02 14:00:00-04:00,2026-09-02,15,0,6.83,6.9,6.82,6.8601,True,False,19.44,-41.25871719746368,-41.86282729594716,0.0333865945197957,yellow,0.2857,0.0193,0.0651,34.3,-0.0072992700729926,0.0116616375854579,0.3762499999999998,0.5012499999999971,1.0151226020702704,20274567.5185065,7.0,0.0305972216148452,0.0204224428215332,2.0,0.0713983761169662,0.1938601478112563,2.231731315870032,-0.0444877777003969,0.0208330233181052,-0.1850241459807188,1,0.1075202985379225,0.003618,0.0434782608695652,23.0,35.0,NEUTRAL,88.4,1,0,unknown,unknown,0.0,2.0,1.0,0,0,0,none,0.0,0.5,0,0.0,0.0,0.0,0.0,0,55.53,0,0,0,0.002901,0.013134,0,0,0,0.002901,0.0580199999999999
PLTR,2026-08-07 06:00:00-04:00,2026-08-07,7,1,157.48,157.82,157.3884,157.44,False,True,67.17,9.317022071659402,9.4068127434657,0.4907876034656632,orange,0.4088,0.1829,0.0445,57.8,0.009616617515066,0.0027413617886179,0.0926784059313988,0.119555143651546,0.0034970652524138,3541847.47234944,1.0,0.0024136178861788,0.000327743902439,0.0,0.2512068089430894,0.0548780487804879,0.318089430894309,0.1857475315754988,0.1944411147510137,0.0335720536401838,1,0.0,0.0,0.0,0.0,0.0,NEUTRAL,49.8,0,0,unknown,unknown,2.0,6.0,4.0,0,0,1,earnings,0.0,0.5,0,0.0,0.0,0.0,0.0,0,0.85,0,0,1,0.095084,0.0,1,1,0,0.095084,1.0
PLTR,2026-08-07 09:00:00-04:00,2026-08-07,10,0,159.24,168.44,158.35,168.28,True,False,87.28,25.10607735587478,12.39020526558168,2.0,extended,0.4088,0.1829,0.0445,57.8,0.009616617515066,0.0599595911575945,0.8959365708622388,0.9841427155599608,2.065853228119252,2226405468.4061084,2.0,0.0009507962918944,0.0647230805799858,1.0,0.299441407178512,-0.0130734490135487,0.2331827905871167,0.2673881771692388,0.2766803276822954,0.1047351701382757,1,0.0,0.095084,1.0,1.0,5.0,EXTENSION,7.8,0,0,unknown,unknown,2.0,6.0,4.0,0,0,1,earnings,0.0,0.5,0,0.0,0.0,0.0,0.0,0,-14.79,0,0,0,0.024542,0.006299,0,0,0,0.024542,0.49084
PLTR,2026-08-10 09:00:00-04:00,2026-08-10,10,0,168.9,177.38,168.7,176.705,True,False,65.14,54.43725722500908,53.04100324647826,1.6453485241518642,green,0.4625,0.2972,0.0558,64.2,-0.0132222803651375,0.0491214170510172,0.8991935483870969,0.9222350230414766,2.126967740597036,2366145871.937497,2.0,0.0038199258651423,0.0453014911858749,3.0,0.3328428737160805,-0.0243060468011658,0.174386689680541,0.3085575911965526,0.3326108629976035,0.1604090408213389,1,0.0,0.059813,0.5,2.0,5.0,EXTENSION,72.2,0,0,unknown,unknown,2.0,6.0,4.0,0,0,1,earnings,0.0,0.5,0,0.0,0.0,0.0,0.0,0,2.0,0,0,0,0.016383,0.010781,0,0,0,0.016383,0.32766
PLTR,2026-08-11 10:00:00-04:00,2026-08-11,11,1,176.34,177.94,175.44,177.09,False,True,18.05,45.08821095975371,47.51754258657108,-0.024932517815151,yellow,0.5235,0.3152,0.0657,68.2,-0.0103869421298938,0.0141171155909424,0.3,0.6600000000000023,0.9681228420782284,1176402565.1904635,3.0,0.0047998193009204,0.025749618837879,3.0,0.3342932971935174,0.0141735840533061,0.1718335309729516,0.2898268358855774,0.3291213343900856,0.1631771570896728,1,0.0,0.024542,0.3333333333333333,3.0,30.0,NEUTRAL,117.6,0,0,unknown,unknown,2.0,6.0,4.0,0,0,1,earnings,0.0,0.5,0,0.0,0.0,0.0,0.0,0,71.78,1,1,0,0.000621,0.024677,0,0,0,0.000621,0.01242
PLTR,2026-08-12 13:00:00-04:00,2026-08-12,14,0,171.65,173.0,171.55,172.4633,False,True,40.58,-12.175265563490369,-10.343613103013125,0.0333299653211605,green,0.5235,0.3094,0.0784,68.2,-0.0156625128615525,0.0084075858458001,0.560896551724141,0.629862068965517,0.517647907692695,442805328.7287191,6.0,0.0152304867180437,0.0239082749779228,3.0,0.3164342790611104,0.0413809778660154,0.2032704929106656,0.2375513513707453,0.2908311278501631,0.1328081458684263,1,0.0,0.0204625,0.25,4.0,41.1,NEUTRAL,117.2,0,0,unknown,unknown,2.0,6.0,4.0,0,0,1,earnings,0.0,0.5,0,0.0,0.0,0.0,0.0,0,48.2,0,1,0,0.001488,0.013123,0,0,0,0.001488,0.0297599999999999
PLTR,2026-08-13 09:00:00-04:00,2026-08-13,10,0,171.67,176.355,171.67,175.94,True,False,77.79,-5.476268860616543,-13.613181111198866,1.8465805693457968,extended,0.5235,0.2782,0.0902,68.2,0.0022792355794517,0.0266283960441059,0.9114194236926378,0.9114194236926378,1.4308255237533762,1074367222.6091957,2.0,0.0023587586677275,0.0262589519154257,3.0,0.3299420256905763,0.0208025463226099,0.1794930089803342,0.2458354723928552,0.3148081444271235,0.1560029001914296,1,0.0,0.016383,0.2,5.0,5.0,EXTENSION,18.6,0,0,unknown,unknown,2.0,6.0,4.0,0,0,1,earnings,0.0,0.5,0,0.0,0.0,0.0,0.0,0,-26.11,0,0,0,0.022565,0.014835,0,0,0,0.022565,0.4513
